rank,period_days,frequency_cycles_per_day,power,prefecture_code,variable,component
4,3.893536121673004,0.2568359375,5.025535008281027,JP-09,c2w_transition_intensity,reconstructed_signal
5,4.2139917695473255,0.2373046875,4.951784358532153,JP-09,c2w_transition_intensity,reconstructed_signal
1,2.9298998569384835,0.34130859375,69.92608139077802,JP-09,c2w_transition_intensity,reconstruction_residual
2,2.9467625899280576,0.33935546875,65.93999070910388,JP-09,c2w_transition_intensity,reconstruction_residual
3,2.0058765915768855,0.49853515625,58.03789714907772,JP-09,c2w_transition_intensity,reconstruction_residual
4,73.14285714285714,0.013671875,56.83595096088597,JP-09,c2w_transition_intensity,reconstruction_residual
5,4.830188679245283,0.20703125,42.78442402287709,JP-09,c2w_transition_intensity,reconstruction_residual
1,341.3333333333333,0.0029296875,192.72309478168262,JP-09,cases,original
2,186.1818181818182,0.00537109375,17.688484160545336,JP-09,cases,original
3,6.989761092150171,0.14306640625,10.173246284397177,JP-09,cases,original
4,60.23529411764706,0.0166015625,6.024765483208336,JP-09,cases,original
5,3.4948805460750854,0.2861328125,4.731571074420905,JP-09,cases,original
1,341.3333333333333,0.0029296875,1064.8990587811209,JP-09,cases,annual
1,186.1818181818182,0.00537109375,907.1474370833902,JP-09,cases,semiannual
1,60.23529411764706,0.0166015625,157.00033289305665,JP-09,cases,seasonal_subannual
2,31.50769230769231,0.03173828125,105.46142258865369,JP-09,cases,seasonal_subannual
3,64.0,0.015625,98.16163026756307,JP-09,cases,seasonal_subannual
4,45.51111111111111,0.02197265625,79.83641364310131,JP-09,cases,seasonal_subannual
5,32.507936507936506,0.03076171875,58.13395315134259,JP-09,cases,seasonal_subannual
1,6.989761092150171,0.14306640625,129.35880253582368,JP-09,cases,subseasonal
2,7.9073359073359075,0.12646484375,33.681822131861296,JP-09,cases,subseasonal
3,7.757575757575758,0.12890625,30.7528058308655,JP-09,cases,subseasonal
4,17.35593220338983,0.0576171875,20.836985328040452,JP-09,cases,subseasonal
5,8.462809917355372,0.1181640625,19.983559664546227,JP-09,cases,subseasonal
1,3.4948805460750854,0.2861328125,11.620530573066972,JP-09,cases,high_frequency
2,2.1400208986415885,0.46728515625,10.605221527285789,JP-09,cases,high_frequency
3,3.1077389984825494,0.32177734375,10.191114386992865,JP-09,cases,high_frequency
4,2.015748031496063,0.49609375,8.92093710194697,JP-09,cases,high_frequency
5,2.1333333333333333,0.46875,8.919677227713592,JP-09,cases,high_frequency
1,19.14018691588785,0.05224609375,28.73886427177636,JP-09,cases,noise
2,27.675675675675677,0.0361328125,24.623219134148723,JP-09,cases,noise
3,4.348195329087049,0.22998046875,24.476074823508426,JP-09,cases,noise
4,2.522167487684729,0.396484375,24.3396711796035,JP-09,cases,noise
5,4.275574112734864,0.23388671875,23.847617432788326,JP-09,cases,noise
1,341.3333333333333,0.0029296875,219.835240438107,JP-09,cases,reconstructed_signal
2,186.1818181818182,0.00537109375,20.17699334292115,JP-09,cases,reconstructed_signal
3,6.989761092150171,0.14306640625,11.585757685382823,JP-09,cases,reconstructed_signal
4,60.23529411764706,0.0166015625,6.858743788312103,JP-09,cases,reconstructed_signal
5,3.4948805460750854,0.2861328125,5.367620386283714,JP-09,cases,reconstructed_signal
1,19.14018691588785,0.05224609375,28.738864271776453,JP-09,cases,reconstruction_residual
2,27.675675675675677,0.0361328125,24.623219134148705,JP-09,cases,reconstruction_residual
3,4.348195329087049,0.22998046875,24.476074823508377,JP-09,cases,reconstruction_residual
4,2.522167487684729,0.396484375,24.339671179603467,JP-09,cases,reconstruction_residual
5,4.275574112734864,0.23388671875,23.847617432788347,JP-09,cases,reconstruction_residual
1,341.3333333333333,0.0029296875,190.7391010223166,JP-09,incidence_per_100k,original
2,186.1818181818182,0.00537109375,17.555699375256822,JP-09,incidence_per_100k,original
3,6.989761092150171,0.14306640625,9.968459528959505,JP-09,incidence_per_100k,original
4,60.23529411764706,0.0166015625,5.9163279507134074,JP-09,incidence_per_100k,original
5,3.4948805460750854,0.2861328125,4.730407263634087,JP-09,incidence_per_100k,original
1,341.3333333333333,0.0029296875,1057.5400519417258,JP-09,incidence_per_100k,annual
1,186.1818181818182,0.00537109375,894.837003884433,JP-09,incidence_per_100k,semiannual
1,60.23529411764706,0.0166015625,159.64349279215014,JP-09,incidence_per_100k,seasonal_subannual
2,31.50769230769231,0.03173828125,103.11172653875246,JP-09,incidence_per_100k,seasonal_subannual
3,64.0,0.015625,100.98680360859274,JP-09,incidence_per_100k,seasonal_subannual
4,45.51111111111111,0.02197265625,76.1659970776515,JP-09,incidence_per_100k,seasonal_subannual
5,32.507936507936506,0.03076171875,59.314090433246065,JP-09,incidence_per_100k,seasonal_subannual
1,6.989761092150171,0.14306640625,119.54846937705807,JP-09,incidence_per_100k,subseasonal
2,7.757575757575758,0.12890625,26.098421518824615,JP-09,incidence_per_100k,subseasonal
3,7.9073359073359075,0.12646484375,25.72112178827502,JP-09,incidence_per_100k,subseasonal
4,15.170370370370371,0.06591796875,22.568769972738217,JP-09,incidence_per_100k,subseasonal
5,11.83815028901734,0.08447265625,21.137063850555247,JP-09,incidence_per_100k,subseasonal
1,3.4948805460750854,0.2861328125,12.251599965986877,JP-09,incidence_per_100k,high_frequency
2,2.1400208986415885,0.46728515625,11.23840607911288,JP-09,incidence_per_100k,high_frequency
3,3.1077389984825494,0.32177734375,10.765731055026023,JP-09,incidence_per_100k,high_frequency
4,2.015748031496063,0.49609375,10.384494134273185,JP-09,incidence_per_100k,high_frequency
5,2.1333333333333333,0.46875,9.463967649065772,JP-09,incidence_per_100k,high_frequency
1,19.14018691588785,0.05224609375,24.11054782533217,JP-09,incidence_per_100k,noise
2,4.348195329087049,0.22998046875,21.547424541783947,JP-09,incidence_per_100k,noise
3,27.675675675675677,0.0361328125,20.88734374679948,JP-09,incidence_per_100k,noise
4,2.522167487684729,0.396484375,20.615928146879114,JP-09,incidence_per_100k,noise
5,2.972423802612482,0.33642578125,20.165548582628084,JP-09,incidence_per_100k,noise
1,341.3333333333333,0.0029296875,223.05877551601608,JP-09,incidence_per_100k,reconstructed_signal
2,186.1818181818182,0.00537109375,20.530573443909518,JP-09,incidence_per_100k,reconstructed_signal
3,6.989761092150171,0.14306640625,11.592950703850397,JP-09,incidence_per_100k,reconstructed_signal
4,60.23529411764706,0.0166015625,6.904522469623987,JP-09,incidence_per_100k,reconstructed_signal
5,3.4948805460750854,0.2861328125,5.410030130979962,JP-09,incidence_per_100k,reconstructed_signal
1,19.14018691588785,0.05224609375,24.110547825332205,JP-09,incidence_per_100k,reconstruction_residual
2,4.348195329087049,0.22998046875,21.54742454178394,JP-09,incidence_per_100k,reconstruction_residual
3,27.675675675675677,0.0361328125,20.88734374679953,JP-09,incidence_per_100k,reconstruction_residual
4,2.522167487684729,0.396484375,20.615928146879124,JP-09,incidence_per_100k,reconstruction_residual
5,2.972423802612482,0.33642578125,20.16554858262807,JP-09,incidence_per_100k,reconstruction_residual
1,341.3333333333333,0.0029296875,293.21660493457534,JP-09,nw_wind,original
1,341.3333333333333,0.0029296875,1056.3597756055356,JP-09,nw_wind,annual
1,186.1818181818182,0.00537109375,654.4017330110538,JP-09,nw_wind,semiannual
2,256.0,0.00390625,99.73754969904114,JP-09,nw_wind,semiannual
3,97.52380952380952,0.01025390625,34.81443556380625,JP-09,nw_wind,semiannual
1,68.26666666666667,0.0146484375,142.48184500562914,JP-09,nw_wind,seasonal_subannual
2,49.951219512195124,0.02001953125,115.73663498371475,JP-09,nw_wind,seasonal_subannual
3,45.51111111111111,0.02197265625,97.52785144330872,JP-09,nw_wind,seasonal_subannual
4,56.888888888888886,0.017578125,81.78175223452403,JP-09,nw_wind,seasonal_subannual
5,64.0,0.015625,77.4608628330372,JP-09,nw_wind,seasonal_subannual
1,24.094117647058823,0.04150390625,38.90599568087798,JP-09,nw_wind,subseasonal
2,7.288256227758007,0.13720703125,35.666186607000355,JP-09,nw_wind,subseasonal
3,11.770114942528735,0.0849609375,27.990265192309124,JP-09,nw_wind,subseasonal
4,7.366906474820144,0.1357421875,25.845461437405426,JP-09,nw_wind,subseasonal
5,7.447272727272727,0.13427734375,23.56094198376352,JP-09,nw_wind,subseasonal
1,4.7407407407407405,0.2109375,15.144506706542034,JP-09,nw_wind,high_frequency
2,3.9536679536679538,0.2529296875,14.297449049315368,JP-09,nw_wind,high_frequency
3,3.618374558303887,0.2763671875,12.994015348126835,JP-09,nw_wind,high_frequency
4,5.785310734463277,0.1728515625,12.063508926393638,JP-09,nw_wind,high_frequency
5,4.266666666666667,0.234375,11.099865269803946,JP-09,nw_wind,high_frequency
1,2.3299203640500568,0.42919921875,17.363886219740227,JP-09,nw_wind,noise
2,2.1178903826266806,0.47216796875,17.30547815008686,JP-09,nw_wind,noise
3,2.0439121756487024,0.4892578125,16.476594997114237,JP-09,nw_wind,noise
4,2.025717111770524,0.49365234375,14.863966687763817,JP-09,nw_wind,noise
5,2.2857142857142856,0.4375,14.135089705380334,JP-09,nw_wind,noise
1,341.3333333333333,0.0029296875,345.89212011079906,JP-09,nw_wind,reconstructed_signal
1,2.3299203640500568,0.42919921875,17.363886219740223,JP-09,nw_wind,reconstruction_residual
2,2.1178903826266806,0.47216796875,17.305478150086838,JP-09,nw_wind,reconstruction_residual
3,2.0439121756487024,0.4892578125,16.476594997114244,JP-09,nw_wind,reconstruction_residual
4,2.025717111770524,0.49365234375,14.863966687763792,JP-09,nw_wind,reconstruction_residual
5,2.2857142857142856,0.4375,14.135089705380345,JP-09,nw_wind,reconstruction_residual
1,341.3333333333333,0.0029296875,331.35539570167015,JP-09,rh,original
2,120.47058823529412,0.00830078125,13.806755488056975,JP-09,rh,original
3,73.14285714285714,0.013671875,10.124432016681377,JP-09,rh,original
1,341.3333333333333,0.0029296875,985.7806612723043,JP-09,rh,annual
1,186.1818181818182,0.00537109375,709.0635824286773,JP-09,rh,semiannual
2,256.0,0.00390625,98.27442582084196,JP-09,rh,semiannual
1,120.47058823529412,0.00830078125,209.75530483748116,JP-09,rh,seasonal_subannual
2,73.14285714285714,0.013671875,151.34634623824775,JP-09,rh,seasonal_subannual
3,64.0,0.015625,117.96620873110393,JP-09,rh,seasonal_subannual
4,85.33333333333333,0.01171875,94.24499394937757,JP-09,rh,seasonal_subannual
5,49.951219512195124,0.02001953125,79.97061279239878,JP-09,rh,seasonal_subannual
1,7.816793893129771,0.1279296875,33.86019392847242,JP-09,rh,subseasonal
2,8.752136752136753,0.1142578125,26.933653007723024,JP-09,rh,subseasonal
3,12.337349397590362,0.0810546875,26.712722355319972,JP-09,rh,subseasonal
4,18.123893805309734,0.05517578125,25.68035520148753,JP-09,rh,subseasonal
5,16.0,0.0625,24.01178967832031,JP-09,rh,subseasonal
1,6.671009771986971,0.14990234375,19.658311856557013,JP-09,rh,high_frequency
2,5.785310734463277,0.1728515625,18.169906405385404,JP-09,rh,high_frequency
3,3.592982456140351,0.2783203125,17.024059897660635,JP-09,rh,high_frequency
4,5.0945273631840795,0.1962890625,16.893051215745235,JP-09,rh,high_frequency
5,4.899521531100478,0.2041015625,16.874299838063425,JP-09,rh,high_frequency
1,2.3378995433789953,0.427734375,14.882885040358156,JP-09,rh,noise
2,2.4179456906729633,0.41357421875,12.117844120185687,JP-09,rh,noise
3,2.5440993788819877,0.39306640625,12.013256051909892,JP-09,rh,noise
4,3.2251968503937007,0.31005859375,11.663451602557998,JP-09,rh,noise
5,2.585858585858586,0.38671875,11.316555007522423,JP-09,rh,noise
1,341.3333333333333,0.0029296875,384.2197529321101,JP-09,rh,reconstructed_signal
2,120.47058823529412,0.00830078125,16.008780123104998,JP-09,rh,reconstructed_signal
3,73.14285714285714,0.013671875,11.738821853930126,JP-09,rh,reconstructed_signal
1,2.3378995433789953,0.427734375,14.882885040358111,JP-09,rh,reconstruction_residual
2,2.4179456906729633,0.41357421875,12.117844120185646,JP-09,rh,reconstruction_residual
3,2.5440993788819877,0.39306640625,12.013256051909869,JP-09,rh,reconstruction_residual
4,3.2251968503937007,0.31005859375,11.663451602558009,JP-09,rh,reconstruction_residual
5,2.585858585858586,0.38671875,11.316555007522433,JP-09,rh,reconstruction_residual
1,341.3333333333333,0.0029296875,1025.3108347545779,JP-09,t2m,original
1,1024.0,0.0009765625,258.2220451509336,JP-09,t2m,trend
1,341.3333333333333,0.0029296875,1128.7914448306792,JP-09,t2m,annual
1,341.3333333333333,0.0029296875,814.435277635334,JP-09,t2m,noise
1,341.3333333333333,0.0029296875,1115.7138959545568,JP-09,t2m,reconstructed_signal
1,341.3333333333333,0.0029296875,814.4352776353343,JP-09,t2m,reconstruction_residual
1,341.3333333333333,0.0029296875,66.92755781356146,JP-09,t2m_std_anom,original
2,97.52380952380952,0.01025390625,40.04468593339168,JP-09,t2m_std_anom,original
3,70.62068965517241,0.01416015625,28.81221218207991,JP-09,t2m_std_anom,original
4,62.06060606060606,0.01611328125,24.099411781715048,JP-09,t2m_std_anom,original
5,44.52173913043478,0.0224609375,23.82196359629587,JP-09,t2m_std_anom,original
1,341.3333333333333,0.0029296875,720.2497040909084,JP-09,t2m_std_anom,annual
1,341.3333333333333,0.0029296875,474.6532614728154,JP-09,t2m_std_anom,semiannual
1,97.52380952380952,0.01025390625,152.5045607504638,JP-09,t2m_std_anom,seasonal_subannual
2,62.06060606060606,0.01611328125,89.83306032711546,JP-09,t2m_std_anom,seasonal_subannual
3,70.62068965517241,0.01416015625,86.14559260957816,JP-09,t2m_std_anom,seasonal_subannual
4,146.28571428571428,0.0068359375,69.67349566741179,JP-09,t2m_std_anom,seasonal_subannual
5,44.52173913043478,0.0224609375,53.30109494373921,JP-09,t2m_std_anom,seasonal_subannual
1,29.257142857142856,0.0341796875,49.43602495925077,JP-09,t2m_std_anom,subseasonal
2,17.35593220338983,0.0576171875,42.91897941650447,JP-09,t2m_std_anom,subseasonal
3,16.516129032258064,0.060546875,34.63626632237427,JP-09,t2m_std_anom,subseasonal
4,20.277227722772277,0.04931640625,34.46216544406992,JP-09,t2m_std_anom,subseasonal
5,21.11340206185567,0.04736328125,32.144558233268725,JP-09,t2m_std_anom,subseasonal
1,8.325203252032521,0.1201171875,66.17322254312155,JP-09,t2m_std_anom,noise
2,10.24,0.09765625,37.55034254915192,JP-09,t2m_std_anom,noise
3,8.605042016806722,0.1162109375,33.530912863604,JP-09,t2m_std_anom,noise
4,7.641791044776119,0.130859375,32.96980516987498,JP-09,t2m_std_anom,noise
5,7.816793893129771,0.1279296875,31.591069273296398,JP-09,t2m_std_anom,noise
1,341.3333333333333,0.0029296875,72.98948193999391,JP-09,t2m_std_anom,reconstructed_signal
2,97.52380952380952,0.01025390625,43.665387679979645,JP-09,t2m_std_anom,reconstructed_signal
3,70.62068965517241,0.01416015625,31.408524165740396,JP-09,t2m_std_anom,reconstructed_signal
4,62.06060606060606,0.01611328125,26.27267089380496,JP-09,t2m_std_anom,reconstructed_signal
5,44.52173913043478,0.0224609375,25.96304604181767,JP-09,t2m_std_anom,reconstructed_signal
1,8.325203252032521,0.1201171875,66.17322254312154,JP-09,t2m_std_anom,reconstruction_residual
2,10.24,0.09765625,37.55034254915195,JP-09,t2m_std_anom,reconstruction_residual
3,8.605042016806722,0.1162109375,33.53091286360399,JP-09,t2m_std_anom,reconstruction_residual
4,7.641791044776119,0.130859375,32.969805169874974,JP-09,t2m_std_anom,reconstruction_residual
5,7.816793893129771,0.1279296875,31.591069273296387,JP-09,t2m_std_anom,reconstruction_residual
1,341.3333333333333,0.0029296875,70.45922979403007,JP-09,tp,original
2,7.728301886792453,0.12939453125,10.06112731299595,JP-09,tp,original
3,8.78969957081545,0.11376953125,9.701426334937096,JP-09,tp,original
4,11.636363636363637,0.0859375,8.762985540166229,JP-09,tp,original
5,38.64150943396226,0.02587890625,8.449954621111608,JP-09,tp,original
1,341.3333333333333,0.0029296875,1014.2912307848864,JP-09,tp,annual
1,186.1818181818182,0.00537109375,705.4259243860604,JP-09,tp,semiannual
2,113.77777777777777,0.0087890625,18.81651197557533,JP-09,tp,semiannual
1,70.62068965517241,0.01416015625,128.2643805143937,JP-09,tp,seasonal_subannual
2,35.310344827586206,0.0283203125,81.25082692708827,JP-09,tp,seasonal_subannual
3,49.951219512195124,0.02001953125,71.02028630776707,JP-09,tp,seasonal_subannual
4,33.57377049180328,0.02978515625,60.52484732234292,JP-09,tp,seasonal_subannual
5,113.77777777777777,0.0087890625,57.15141171772346,JP-09,tp,seasonal_subannual
1,8.78969957081545,0.11376953125,37.484183615491595,JP-09,tp,subseasonal
2,7.728301886792453,0.12939453125,36.42134732562364,JP-09,tp,subseasonal
3,11.636363636363637,0.0859375,28.782907528165598,JP-09,tp,subseasonal
4,19.32075471698113,0.0517578125,25.810770460241656,JP-09,tp,subseasonal
5,7.816793893129771,0.1279296875,19.913605849502716,JP-09,tp,subseasonal
1,6.420062695924765,0.15576171875,14.690637523946767,JP-09,tp,high_frequency
2,6.38006230529595,0.15673828125,13.676965309558625,JP-09,tp,high_frequency
3,4.58165548098434,0.21826171875,12.414632023490675,JP-09,tp,high_frequency
4,3.69009009009009,0.27099609375,12.09213313080419,JP-09,tp,high_frequency
5,4.708045977011494,0.21240234375,11.97466262217471,JP-09,tp,high_frequency
1,2.2555066079295156,0.443359375,18.790004878087704,JP-09,tp,noise
2,2.5036674816625917,0.3994140625,17.776062637873565,JP-09,tp,noise
3,2.3089064261555805,0.43310546875,17.01156850498542,JP-09,tp,noise
4,2.7416331994645247,0.36474609375,16.317691399144664,JP-09,tp,noise
5,2.406580493537015,0.41552734375,15.468348565913873,JP-09,tp,noise
1,341.3333333333333,0.0029296875,76.33301461895665,JP-09,tp,reconstructed_signal
2,7.728301886792453,0.12939453125,10.899415036961948,JP-09,tp,reconstructed_signal
3,8.78969957081545,0.11376953125,10.509824902245668,JP-09,tp,reconstructed_signal
4,11.636363636363637,0.0859375,9.49310699476107,JP-09,tp,reconstructed_signal
5,38.64150943396226,0.02587890625,9.15408612151331,JP-09,tp,reconstructed_signal
1,2.2555066079295156,0.443359375,18.790004878087696,JP-09,tp,reconstruction_residual
2,2.5036674816625917,0.3994140625,17.776062637873576,JP-09,tp,reconstruction_residual
